@relation 'relation-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute '0.67 class=crew-0.455sex=female-0.437class=3rd-0.297age=child-0.188class=1st...' numeric
@attribute -0.617class=3rd+0.612class=1st+0.304sex=female+0.295class=2nd-0.248age=child... numeric
@attribute -0.811class=2nd+0.509class=1st+0.207class=3rd-0.202age=child+0.016sex=female... numeric
@attribute survived {yes,no}

@data
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-0.329403,1.727281,1.438028,no
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,yes
-1.439377,2.468232,1.475952,no
-1.439377,2.468232,1.475952,no
-1.439377,2.468232,1.475952,no
-1.439377,2.468232,1.475952,no
-1.696184,0.58242,0.505317,yes
-1.696184,0.58242,0.505317,yes
-1.696184,0.58242,0.505317,yes
-1.696184,0.58242,0.505317,yes
-1.696184,0.58242,0.505317,yes
-2.806158,1.323372,0.543241,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,yes
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-0.312738,0.880553,-2.40924,no
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,yes
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.422712,1.621505,-2.371316,no
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-1.679519,-0.264307,-3.341951,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-2.789493,0.476644,-3.304027,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,yes
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
-0.735895,-1.319664,0.448267,no
